cut,color,clarity,city,carat,depth,table,x,y,z,price
3,0,2,11,0.31,61.4,58.0,4.39,4.34,2.68,732
2,1,7,11,0.34,62.3,57.0,4.44,4.48,2.78,835
4,0,3,6,1.0,59.5,62.0,6.49,6.52,3.87,4543
2,0,7,2,1.01,61.6,57.0,6.44,6.48,3.98,12996
2,3,4,7,0.71,61.0,57.0,5.77,5.74,3.51,2686
1,0,4,7,1.01,63.1,59.0,6.34,6.37,4.01,7955
3,0,4,7,0.77,59.4,59.0,6.0,5.96,3.55,3966
1,5,2,2,2.0,63.9,57.0,8.01,7.91,5.09,12554
2,3,4,0,0.38,60.8,56.0,4.71,4.66,2.85,1069
3,3,4,9,0.5,60.3,60.0,5.1,5.08,3.07,1629
3,1,2,3,1.24,58.5,60.0,7.08,7.01,4.11,5775
4,3,2,7,0.52,63.3,55.0,5.1,5.07,3.22,1338
2,3,5,12,1.01,61.6,56.0,6.43,6.46,3.97,6239
2,2,5,1,0.52,61.1,56.0,5.19,5.23,3.18,1625
2,5,2,2,1.01,62.5,56.0,6.4,6.36,3.99,5020
4,5,6,6,0.7,61.6,58.0,5.69,5.71,3.51,2390
4,3,7,12,0.7,63.4,59.0,5.62,5.64,3.57,2905
3,4,3,10,1.01,59.4,62.0,6.47,6.43,3.83,3083
4,2,3,1,1.01,63.5,56.0,6.38,6.35,4.04,3897
1,1,3,10,0.71,57.5,58.0,5.91,5.89,3.39,1783
2,2,1,6,0.32,60.3,58.0,4.45,4.5,2.7,929
4,2,4,1,0.42,61.9,55.0,4.78,4.82,2.97,1031
2,1,5,12,0.31,61.8,56.0,4.34,4.36,2.69,680
4,3,2,7,0.82,63.1,52.0,6.02,5.97,3.78,2716
3,1,5,10,0.37,58.9,61.0,4.68,4.66,2.75,1041
2,2,5,0,0.32,62.4,54.0,4.38,4.4,2.74,645
4,2,7,5,0.3,62.5,56.0,4.26,4.29,2.67,730
2,3,4,9,0.55,61.3,57.0,5.25,5.28,3.23,1667
2,2,7,6,0.61,61.1,57.0,5.47,5.49,3.34,3248
2,3,6,2,0.31,61.5,55.0,4.39,4.42,2.71,789
2,2,5,3,0.3,61.9,55.0,4.31,4.32,2.67,605
2,3,5,5,1.11,61.2,56.0,6.65,6.68,4.08,6857
4,2,3,4,1.02,58.7,63.0,6.49,6.46,3.8,3875
2,5,5,3,0.72,61.1,56.0,5.76,5.82,3.54,2337
2,2,5,1,0.36,62.0,55.0,4.55,4.58,2.83,726
3,3,4,10,1.33,60.2,60.0,7.2,7.12,4.31,9992
3,2,5,9,0.31,61.4,62.0,4.34,4.32,2.66,802
2,2,5,5,1.06,60.5,57.0,6.6,6.58,3.99,6399
1,2,3,3,1.0,60.2,65.0,6.38,6.41,3.85,4386
2,4,4,8,1.05,61.8,55.0,6.54,6.57,4.05,6833
4,5,6,1,0.43,63.0,56.0,4.83,4.86,3.05,905
2,1,3,5,0.52,61.8,57.0,5.14,5.18,3.19,1146
4,3,2,9,1.22,62.1,58.0,6.84,6.89,4.26,6334
3,5,5,5,1.25,61.0,59.0,6.89,6.98,4.23,5975
4,1,5,6,0.52,60.9,57.0,5.17,5.2,3.16,1689
4,2,2,1,0.71,60.7,57.0,5.78,5.81,3.52,2088
3,2,1,2,0.25,61.1,58.0,4.08,4.1,2.5,576
3,3,5,4,1.73,61.6,58.0,7.74,7.71,4.76,16960
4,0,3,4,0.72,62.3,59.0,5.67,5.73,3.55,2612
2,4,5,11,1.19,62.1,59.0,6.82,6.73,4.21,6662
2,4,5,11,1.52,61.8,54.0,7.42,7.43,4.59,11379
3,5,6,3,0.34,62.6,58.0,4.47,4.45,2.79,803
4,1,2,12,0.74,61.3,58.0,5.8,5.84,3.57,3009
2,2,1,7,0.31,62.1,54.0,4.36,4.4,2.72,914
2,5,7,10,0.7,62.1,56.0,5.65,5.71,3.53,2353
3,0,4,3,0.81,62.3,58.0,6.0,5.94,3.72,4209
2,5,5,10,0.4,61.8,56.0,4.73,4.79,2.94,639
1,1,2,7,1.01,64.3,59.0,6.31,6.28,4.05,4181
3,5,0,8,1.07,59.8,59.0,6.68,6.62,3.98,2260
2,3,4,3,0.7,61.9,57.0,5.7,5.68,3.52,2724
2,2,5,3,1.22,60.7,57.0,6.89,6.94,4.2,9568
2,0,4,1,0.44,61.6,56.0,4.85,4.92,3.01,1235
3,3,6,4,0.31,60.2,59.0,4.43,4.38,2.65,1046
2,4,3,10,1.06,61.7,60.0,6.53,6.51,4.02,4547
1,5,7,3,0.71,63.6,57.0,5.66,5.69,3.61,2428
4,2,2,8,0.7,62.6,59.0,5.64,5.7,3.55,2161
4,4,5,9,1.34,61.4,58.0,7.13,7.07,4.36,7965
2,3,4,8,0.54,62.1,55.1,5.2,5.23,3.23,1745
4,2,2,1,1.13,63.2,56.0,6.66,6.69,4.22,5584
3,1,3,11,0.5,62.4,59.0,5.09,5.0,3.15,1097
1,1,6,12,0.26,57.9,60.0,4.22,4.25,2.45,554
2,2,5,7,0.56,62.0,56.0,5.27,5.31,3.28,1664
2,1,5,12,0.3,62.1,55.0,4.32,4.28,2.67,844
2,1,4,11,1.51,62.2,57.0,7.37,7.32,4.57,17649
2,0,7,10,0.42,62.1,55.0,4.81,4.78,2.98,1389
3,0,2,0,0.41,62.1,59.0,4.76,4.74,2.95,1015
1,5,2,7,0.9,63.8,57.0,6.06,6.13,3.89,2823
4,3,0,1,1.03,63.2,58.0,6.44,6.34,4.04,2988
4,2,5,2,1.14,59.0,60.0,6.84,6.81,4.03,8131
3,0,5,6,0.31,61.2,59.0,4.32,4.37,2.66,734
2,5,2,5,2.14,62.1,58.0,8.21,8.26,5.11,17213
3,1,3,4,0.96,62.8,60.0,6.3,6.24,3.94,3016
1,0,3,3,0.32,63.9,58.0,4.33,4.31,2.76,612
2,2,5,1,0.35,62.1,56.0,4.57,4.54,2.83,906
2,5,7,10,0.73,61.9,55.0,5.8,5.84,3.6,2513
3,3,5,7,1.19,62.3,58.0,6.82,6.77,4.23,7130
2,1,3,9,1.1,59.4,54.0,6.79,6.74,4.02,4071
2,3,2,0,1.08,61.8,56.0,6.55,6.58,4.06,5256
2,1,1,7,1.28,60.7,57.0,7.09,6.99,4.27,18700
2,3,1,8,0.44,61.6,55.0,4.9,4.93,3.03,2506
1,2,2,3,0.73,64.3,59.0,5.67,5.62,3.63,2435
2,1,3,7,0.94,61.6,57.0,6.29,6.31,3.88,4972
3,1,2,11,1.01,59.5,60.0,6.54,6.46,3.87,5301
3,2,5,1,0.33,62.4,57.0,4.43,4.39,2.75,854
2,3,4,5,0.35,62.5,55.0,4.55,4.51,2.83,906
4,6,2,4,0.75,63.1,57.0,5.79,5.74,3.64,1958
3,5,7,2,0.41,59.9,58.0,4.87,4.81,2.9,1061
2,0,5,2,1.61,62.0,55.0,7.51,7.5,4.67,18318
3,2,5,0,1.2,60.4,59.0,6.91,6.89,4.17,8796
3,2,5,2,1.08,62.8,59.0,6.55,6.47,4.09,7079
2,3,4,3,0.51,61.5,54.9,5.13,5.25,3.17,1708
4,0,2,11,0.59,63.1,61.0,5.35,5.3,3.36,1771
2,1,4,0,0.38,62.7,55.0,4.65,4.6,2.9,1069
4,1,7,1,0.55,59.9,58.0,5.29,5.33,3.18,2656
2,4,2,1,2.01,62.1,56.0,8.11,8.08,5.03,14725
3,1,7,12,0.41,60.9,56.0,4.84,4.78,2.93,1231
4,4,1,2,0.59,61.7,56.0,5.42,5.48,3.36,2317
3,2,7,7,0.85,61.2,60.0,6.1,6.13,3.74,4530
4,2,4,6,1.02,61.3,58.0,6.46,6.52,3.98,7740
3,3,4,10,0.3,61.3,58.0,4.33,4.29,2.64,776
3,3,3,3,1.01,60.4,59.0,6.57,6.52,3.95,4327
1,0,3,3,1.0,63.3,56.0,6.35,6.38,4.03,4620
3,5,2,11,0.33,61.3,59.0,4.51,4.46,2.75,572
2,2,6,3,0.32,62.5,53.0,4.4,4.43,2.76,854
2,3,5,2,1.07,62.3,57.0,6.58,6.54,4.09,6558
2,4,2,10,0.3,62.2,57.0,4.27,4.31,2.67,450
4,3,5,3,1.74,62.9,57.0,7.64,7.68,4.82,16169
2,3,3,3,1.53,62.3,56.0,7.39,7.34,4.59,9468
2,4,5,10,0.53,62.5,54.0,5.17,5.2,3.24,1353
2,3,5,6,0.74,62.3,55.0,5.8,5.83,3.62,2877
1,3,3,11,1.01,61.1,62.0,6.38,6.48,3.93,3948
4,2,3,8,1.7,63.4,57.0,7.54,7.57,4.79,11091
3,4,2,9,1.0,59.4,58.0,6.51,6.46,3.85,4788
2,4,4,4,1.43,62.0,55.0,7.21,7.28,4.49,11498
2,6,5,11,1.11,61.7,54.0,6.64,6.69,4.11,5051
4,2,5,12,1.79,62.8,59.0,7.7,7.8,4.87,18429
2,1,5,3,0.52,61.5,56.0,5.14,5.17,3.17,1644
3,5,5,1,1.19,61.7,57.0,6.84,6.77,4.2,5439
4,3,5,1,0.25,63.0,54.0,4.04,4.06,2.55,407
3,6,7,10,1.52,58.3,62.0,7.61,7.49,4.4,8427
2,4,2,0,2.0,61.8,57.0,8.1,8.15,5.02,18062
2,1,5,7,0.33,61.9,54.0,4.42,4.47,2.75,723
2,3,4,2,1.12,61.0,56.0,6.72,6.76,4.11,7495
2,2,4,8,0.52,61.5,56.0,5.19,5.22,3.2,2138
4,2,3,3,0.78,58.3,62.0,6.04,6.11,3.54,2477
2,2,6,8,0.25,62.3,56.0,4.01,4.03,2.5,705
2,6,3,10,0.31,62.2,54.0,4.35,4.37,2.71,344
4,5,2,8,1.33,62.6,56.0,6.97,7.03,4.38,6513
0,3,2,10,0.9,72.9,54.0,5.74,5.67,4.16,2691
2,4,6,10,0.32,61.9,56.0,4.41,4.38,2.72,936
4,2,4,4,0.7,60.5,57.0,5.77,5.8,3.5,2726
2,3,4,9,1.07,61.4,57.0,6.57,6.6,4.04,7222
2,0,2,9,1.27,62.1,55.0,6.92,6.96,4.31,8256
3,6,4,7,1.56,61.1,59.0,7.52,7.49,4.58,8476
2,2,4,11,0.39,61.7,56.1,4.65,4.7,2.89,939
2,1,1,5,0.35,61.4,56.0,4.56,4.53,2.79,1254
2,0,5,2,0.47,60.3,57.0,5.02,5.07,3.04,1270
3,3,4,4,0.71,62.4,61.0,5.7,5.65,3.54,2803
2,3,4,3,0.51,61.5,54.9,5.13,5.25,3.17,1708
1,4,2,1,0.31,64.0,54.0,4.29,4.31,2.75,402
3,6,6,1,1.53,61.6,58.0,7.37,7.4,4.55,9155
3,4,5,4,1.14,60.2,58.0,6.81,6.74,4.08,6095
2,1,2,12,0.55,62.1,55.0,5.26,5.21,3.25,1668
3,3,4,4,1.71,62.3,58.0,7.65,7.61,4.75,17197
4,2,5,8,0.31,62.9,59.0,4.27,4.32,2.7,625
4,1,3,10,0.59,62.9,58.0,5.33,5.39,3.37,1362
3,1,4,7,0.52,61.6,58.0,5.14,5.18,3.18,1668
3,4,3,0,1.0,60.2,61.0,6.48,6.44,3.89,3920
1,2,0,9,1.07,64.3,59.0,6.42,6.37,4.11,3415
1,3,2,1,0.33,63.2,57.0,4.39,4.44,2.79,492
4,3,2,11,0.4,62.8,60.0,4.66,4.7,2.94,702
4,2,6,4,0.3,61.1,57.0,4.31,4.33,2.64,814
4,2,6,0,0.52,62.0,57.0,5.11,5.15,3.18,2314
3,4,5,9,1.06,62.0,58.0,6.5,6.57,4.05,5783
4,3,2,10,0.44,60.3,58.0,4.94,4.99,2.99,786
3,1,5,7,0.55,60.1,59.0,5.36,5.29,3.2,1735
2,5,7,1,1.12,61.6,54.0,6.72,6.74,4.14,6317
3,1,3,10,0.38,61.6,57.0,4.65,4.61,2.85,812
3,4,2,5,2.01,62.3,58.0,8.04,7.99,4.99,17235
1,1,3,5,1.02,63.2,56.0,6.37,6.41,4.04,4712
4,3,4,10,0.3,63.1,56.0,4.26,4.24,2.68,776
2,5,3,11,1.51,61.2,58.0,7.33,7.42,4.51,7362
4,4,2,12,0.38,60.1,57.0,4.73,4.75,2.85,662
3,1,5,1,0.53,59.8,58.0,5.26,5.27,3.15,1721
2,6,4,1,2.02,61.9,58.0,8.06,8.1,5.0,15231
2,1,7,10,0.34,62.4,55.0,4.47,4.51,2.79,944
2,3,7,1,0.32,61.7,57.0,4.41,4.44,2.73,730
3,0,3,9,1.16,62.5,60.0,6.7,6.64,4.17,5136
2,2,5,7,0.33,61.6,56.0,4.46,4.44,2.74,854
4,0,2,4,0.41,63.2,58.0,4.77,4.72,3.0,947
2,2,7,6,0.42,61.1,57.0,4.84,4.82,2.95,1221
3,2,3,6,0.9,61.3,59.0,6.16,6.11,3.76,3556
1,1,2,3,1.01,63.6,60.0,6.32,6.38,4.04,5132
2,2,5,3,0.47,60.7,56.1,5.02,5.08,3.07,1226
4,0,2,3,0.3,63.1,55.0,4.31,4.28,2.71,709
4,0,2,9,0.52,62.0,60.0,5.18,5.11,3.19,1237
3,0,2,10,0.9,62.7,56.0,6.16,6.12,3.85,4304
2,1,5,10,0.3,62.6,54.0,4.29,4.33,2.7,658
2,0,5,8,0.7,61.0,57.0,5.76,5.74,3.51,2859
2,4,4,3,0.33,61.5,56.0,4.47,4.44,2.74,743
4,4,3,10,1.2,62.9,56.0,6.74,6.77,4.25,5257
2,2,4,1,0.55,61.8,55.0,5.28,5.3,3.27,2119
2,4,4,10,0.32,61.9,55.0,4.4,4.42,2.73,561
2,4,4,3,0.54,62.7,57.0,5.23,5.17,3.26,1637
2,1,5,10,0.36,61.9,56.0,4.56,4.55,2.82,1013
3,0,5,5,1.5,60.2,59.0,7.48,7.36,4.47,15052
4,1,3,11,0.5,61.3,56.0,5.08,5.13,3.13,1154
4,2,6,3,0.26,59.0,61.0,4.17,4.2,2.47,547
3,2,5,12,0.42,61.9,58.0,4.76,4.8,2.96,884
2,3,5,3,1.11,61.7,56.0,6.62,6.66,4.1,7109
2,5,6,3,0.3,62.2,54.0,4.29,4.35,2.68,532
3,4,5,1,1.55,60.7,59.0,7.5,7.46,4.54,11846
0,1,3,3,1.0,66.6,59.0,6.07,6.01,4.02,3136
2,1,6,10,0.26,61.7,57.0,4.07,4.1,2.52,599
3,5,7,8,0.3,61.9,61.0,4.32,4.28,2.66,675
2,1,5,11,0.64,62.0,55.0,5.52,5.55,3.43,2238
2,0,5,2,0.57,61.8,57.0,5.29,5.32,3.28,1955
2,3,4,9,0.39,61.8,55.0,4.72,4.76,2.93,802
3,2,5,9,0.31,62.0,58.0,4.31,4.37,2.69,625
2,2,1,9,0.31,61.6,56.0,4.35,4.38,2.69,901
1,1,0,0,1.68,64.3,60.0,7.48,7.44,4.8,5871
2,3,6,2,0.31,62.5,55.0,4.34,4.33,2.71,1046
4,1,4,3,0.23,62.8,55.0,3.88,3.9,2.44,391
2,1,3,11,0.38,61.8,56.0,4.62,4.66,2.87,628
2,3,4,9,0.31,61.0,56.0,4.4,4.35,2.67,824
4,5,2,7,1.24,60.0,59.0,6.98,7.01,4.2,5584
2,1,7,10,0.65,62.1,57.0,5.55,5.6,3.46,3023
2,2,5,12,0.33,62.1,55.0,4.47,4.45,2.77,854
3,5,5,7,1.23,59.3,59.0,7.13,6.97,4.18,6199
4,0,7,10,0.4,58.4,60.0,4.81,4.84,2.82,977
2,4,7,12,0.31,61.5,56.0,4.37,4.35,2.68,802
2,3,5,1,1.04,62.0,59.0,6.43,6.5,4.01,6286
4,0,7,7,0.41,61.2,55.0,4.79,4.82,2.95,1364
3,4,2,12,0.4,62.7,58.0,4.65,4.69,2.93,666
3,2,3,4,2.02,61.3,59.0,8.15,8.11,4.98,18274
3,1,7,8,1.2,62.1,58.0,6.76,6.7,4.18,11301
2,1,5,6,0.35,62.4,57.0,4.52,4.55,2.83,767
4,4,4,10,0.33,59.7,59.0,4.52,4.53,2.7,579
2,5,6,7,0.71,62.3,56.0,5.7,5.73,3.56,2606
3,4,6,2,0.42,62.0,58.0,4.79,4.82,2.98,1068
2,3,7,9,1.03,61.6,57.0,6.51,6.48,4.0,8020
2,5,6,10,0.32,62.5,55.0,4.4,4.37,2.74,756
4,3,4,6,0.53,60.9,56.0,5.24,5.27,3.2,1636
3,5,5,1,1.28,62.5,61.0,6.89,6.86,4.3,6451
3,0,5,6,0.3,60.9,58.0,4.32,4.35,2.64,710
4,2,6,12,0.5,61.1,55.0,5.14,5.18,3.15,2122
3,2,4,3,0.43,62.2,61.0,4.83,4.75,2.98,1129
4,0,3,10,0.71,59.7,60.0,5.79,5.84,3.47,2123
3,2,2,10,1.04,61.5,59.0,6.53,6.47,4.0,4770
