cut,color,clarity,city,carat,depth,table,x,y,z,price
4,3,4,3,1.0,63.2,58.0,6.32,6.27,3.98,6552
4,2,3,9,1.0,63.4,58.0,6.31,6.25,3.98,4036
3,3,5,9,0.32,62.1,60.0,4.39,4.34,2.71,720
3,5,6,8,0.31,62.2,60.0,4.32,4.3,2.68,732
3,2,5,3,0.31,62.3,60.0,4.35,4.32,2.7,802
4,5,6,3,0.31,62.2,60.0,4.3,4.32,2.68,571
3,4,2,10,0.32,62.3,60.0,4.4,4.36,2.73,591
2,5,4,6,0.28,62.4,54.0,4.18,4.19,2.61,448
2,4,4,11,0.28,62.2,54.0,4.19,4.23,2.62,462
4,4,7,12,0.28,62.4,54.0,4.2,4.23,2.63,450
2,3,5,0,0.28,62.2,54.0,4.21,4.24,2.63,497
4,4,7,1,0.29,62.2,54.0,4.23,4.26,2.64,466
4,3,5,1,0.71,62.1,58.0,5.65,5.71,3.53,2905
3,4,7,5,0.7,62.1,58.0,5.66,5.71,3.53,2513
3,2,2,1,0.7,62.1,58.0,5.64,5.7,3.52,2504
3,2,5,1,0.71,62.1,58.0,5.67,5.7,3.53,2777
4,3,2,1,0.7,62.1,58.0,5.66,5.7,3.53,2106
0,5,5,10,1.51,64.8,60.0,7.18,7.1,4.63,8879
1,0,2,2,1.51,64.9,60.0,7.14,7.2,4.65,11087
0,0,0,11,1.5,64.7,62.0,7.19,7.04,4.6,5460
0,2,2,9,1.5,64.6,60.0,7.18,7.1,4.61,11154
0,4,0,1,1.51,65.6,61.0,7.16,7.0,4.66,3765
1,6,5,3,0.9,64.0,61.0,6.04,6.03,3.86,2822
1,3,5,11,0.9,63.9,61.0,5.97,6.01,3.83,3859
1,1,2,0,0.91,64.0,61.0,6.01,6.06,3.86,3973
1,1,3,3,0.91,63.9,61.0,6.03,6.09,3.87,3538
0,0,2,2,0.9,63.8,61.0,6.07,5.99,3.85,4252
3,2,3,8,0.72,60.5,59.0,5.83,5.8,3.52,2298
3,3,2,2,0.72,60.6,59.0,5.8,5.76,3.5,2246
3,3,2,4,0.71,60.4,59.0,5.81,5.75,3.49,2352
3,2,2,3,0.73,60.6,59.0,5.81,5.77,3.51,2190
3,4,4,3,0.7,60.6,59.0,5.81,5.74,3.5,2636
3,1,7,5,0.32,61.5,58.0,4.36,4.42,2.7,842
3,2,5,10,0.32,61.5,58.0,4.42,4.39,2.71,828
3,4,4,10,0.33,61.5,58.0,4.39,4.46,2.72,579
3,5,7,3,0.33,61.5,58.0,4.43,4.45,2.73,579
3,1,7,8,0.32,61.5,58.0,4.42,4.36,2.7,1080
4,1,4,6,0.24,62.4,59.0,3.94,3.98,2.47,419
4,3,6,5,0.24,62.3,59.0,3.92,3.95,2.45,432
4,1,6,4,0.24,62.5,59.0,3.96,4.01,2.49,552
4,1,6,3,0.23,62.2,59.0,3.92,3.96,2.45,465
4,1,7,1,0.23,62.6,59.0,3.93,3.96,2.47,505
2,2,3,3,1.21,61.8,57.0,6.82,6.87,4.23,5996
2,4,2,12,1.22,61.8,57.0,6.83,6.85,4.23,6654
2,4,2,5,1.22,61.8,57.0,6.85,6.83,4.23,6776
2,4,7,11,1.22,61.8,57.0,6.85,6.89,4.25,8014
3,4,2,0,1.22,61.8,57.0,6.86,6.82,4.23,6776
2,2,6,1,0.32,60.3,57.0,4.42,4.44,2.67,912
2,0,4,10,0.32,60.3,57.0,4.42,4.44,2.67,780
2,3,5,10,0.32,60.3,57.0,4.43,4.46,2.68,561
2,3,5,3,0.32,60.3,57.0,4.46,4.43,2.68,720
4,3,5,0,0.32,60.2,57.0,4.42,4.45,2.67,561
3,4,5,3,0.59,60.2,60.0,5.45,5.42,3.27,1590
3,3,5,2,0.62,60.2,60.0,5.58,5.52,3.34,1841
3,3,7,11,0.57,60.2,60.0,5.44,5.36,3.25,2059
3,2,2,1,0.64,60.1,60.0,5.62,5.57,3.36,1901
3,0,2,3,0.6,60.4,60.0,5.44,5.48,3.3,1896
2,2,7,10,1.22,61.9,53.0,6.9,6.92,4.28,11730
2,2,5,0,1.24,61.7,53.0,6.93,6.9,4.27,8983
2,3,7,7,1.27,62.4,53.3,6.94,6.95,4.33,10342
2,1,5,10,1.21,61.8,53.0,6.86,6.9,4.25,10556
2,5,7,10,1.39,61.6,53.0,7.21,7.22,4.44,8271
1,1,2,5,0.7,61.4,64.0,5.71,5.66,3.49,2822
1,4,7,8,0.7,61.4,64.0,5.73,5.61,3.48,2475
1,5,4,5,0.71,61.5,64.0,5.76,5.65,3.51,2327
1,6,3,7,0.7,61.2,64.0,5.68,5.73,3.49,1824
1,1,3,1,0.7,61.0,64.0,5.63,5.69,3.45,2116
2,1,2,6,0.38,60.7,56.0,4.69,4.73,2.86,680
2,1,4,9,0.38,60.7,56.0,4.7,4.72,2.86,933
2,4,6,9,0.38,60.7,56.0,4.75,4.74,2.88,1069
2,1,4,1,0.38,60.8,56.0,4.7,4.75,2.86,940
2,3,4,1,0.38,60.8,56.0,4.66,4.71,2.85,833
2,2,4,11,0.3,62.0,55.0,4.34,4.3,2.68,844
2,2,5,7,0.3,62.0,55.0,4.33,4.31,2.68,776
2,1,5,0,0.3,62.0,55.0,4.35,4.3,2.68,844
2,5,3,7,0.3,62.0,55.0,4.32,4.33,2.68,360
2,1,5,11,0.31,62.0,55.0,4.35,4.33,2.69,872
1,1,5,0,0.53,63.7,55.0,5.15,5.12,3.27,1727
1,4,2,6,0.53,63.7,55.0,5.15,5.12,3.27,1242
1,0,3,10,0.52,63.7,55.0,5.1,5.11,3.25,1203
1,2,4,11,0.54,63.7,55.0,5.16,5.11,3.27,2090
1,3,2,2,0.51,63.7,55.0,5.07,5.1,3.24,1172
2,0,3,9,0.76,62.2,57.0,5.83,5.85,3.63,2682
2,1,2,0,0.75,62.2,57.0,5.82,5.86,3.63,2985
2,3,2,0,0.75,62.2,57.0,5.8,5.84,3.62,2456
2,3,2,1,0.75,62.2,57.0,5.84,5.8,3.62,2478
2,0,4,12,0.78,62.2,57.0,5.86,5.9,3.66,4350
2,4,2,0,0.34,61.1,56.0,4.52,4.55,2.77,508
2,1,6,10,0.34,61.1,56.0,4.52,4.55,2.77,1208
2,4,6,10,0.34,61.1,56.0,4.51,4.56,2.77,751
2,2,6,12,0.34,61.1,56.0,4.5,4.53,2.76,1174
2,4,5,7,0.33,61.1,56.0,4.5,4.54,2.76,539
3,1,7,9,1.01,61.8,59.0,6.42,6.39,3.96,9711
3,4,2,2,1.0,61.8,59.0,6.4,6.35,3.94,4150
3,1,5,1,1.0,61.8,59.0,6.38,6.41,3.95,6600
4,4,2,8,1.01,61.8,59.0,6.37,6.41,3.95,4876
3,4,2,1,1.01,61.8,59.0,6.38,6.33,3.93,5204
3,1,5,11,0.71,59.6,60.0,5.85,5.8,3.47,2902
4,0,3,10,0.71,59.7,60.0,5.79,5.84,3.47,2123
2,3,2,4,0.71,59.7,60.0,5.79,5.81,3.46,2522
3,5,5,10,0.71,59.7,60.0,5.83,5.86,3.49,1923
3,1,2,12,0.7,59.7,60.0,5.81,5.79,3.46,2394
2,2,6,4,1.2,61.1,55.0,6.86,6.89,4.2,13088
4,6,2,10,1.2,61.2,55.0,6.84,6.88,4.2,5142
2,6,5,3,1.22,61.0,55.0,6.92,6.96,4.23,6052
2,3,7,12,1.23,61.0,55.0,6.95,6.93,4.23,9698
2,3,7,11,1.23,61.0,55.0,6.93,6.95,4.23,9525
2,2,5,12,1.22,61.5,57.0,6.87,6.91,4.24,8783
2,5,7,4,1.2,61.5,57.0,6.91,6.82,4.22,6581
2,6,5,0,1.23,61.5,57.0,6.85,6.9,4.23,5030
2,0,7,3,1.24,61.5,57.0,6.88,6.94,4.25,14737
2,4,5,11,1.22,61.4,57.0,6.89,6.85,4.22,6947
2,4,6,1,0.56,62.3,55.0,5.3,5.26,3.29,1882
2,2,5,12,0.56,62.3,55.0,5.32,5.28,3.3,1729
2,4,6,12,0.56,62.3,55.0,5.26,5.3,3.29,1787
2,2,6,3,0.57,62.3,55.0,5.31,5.32,3.31,2555
2,3,4,5,0.56,62.2,55.0,5.31,5.27,3.29,1915
3,5,3,0,1.57,60.9,58.0,7.53,7.51,4.58,7484
3,2,3,10,1.6,61.1,58.0,7.57,7.53,4.61,9229
3,3,4,1,1.56,60.9,58.0,7.49,7.53,4.57,14139
3,3,4,5,1.58,60.8,58.0,7.58,7.52,4.59,11380
3,1,4,5,1.59,61.2,58.0,7.58,7.49,4.61,17552
2,2,2,10,0.54,60.5,57.0,5.25,5.27,3.18,1385
2,0,5,2,0.53,60.6,57.0,5.24,5.28,3.19,1857
2,0,7,0,0.52,60.4,57.0,5.25,5.28,3.18,2426
2,1,3,10,0.54,60.6,57.0,5.25,5.28,3.19,1246
2,0,3,8,0.53,60.4,57.0,5.26,5.3,3.19,1314
1,2,5,9,1.02,63.3,59.0,6.37,6.4,4.04,6479
1,0,1,10,1.0,63.3,59.0,6.33,6.37,4.02,15928
1,1,2,0,1.01,63.4,59.0,6.34,6.38,4.03,4912
1,3,7,3,1.01,63.2,59.0,6.34,6.38,4.02,7528
1,0,1,1,1.01,63.2,59.0,6.34,6.38,4.02,15081
4,2,3,11,0.58,63.0,56.0,5.34,5.26,3.34,1173
3,2,3,2,0.58,63.0,56.0,5.34,5.26,3.34,1226
4,2,2,10,0.59,63.0,56.0,5.3,5.34,3.35,1424
4,1,2,3,0.58,63.1,56.0,5.36,5.32,3.37,1641
4,0,3,1,0.58,62.9,56.0,5.31,5.35,3.35,1438
2,0,5,8,0.54,61.1,56.0,5.23,5.27,3.21,1672
2,4,7,6,0.54,61.1,56.0,5.23,5.28,3.21,1696
2,4,2,10,0.54,61.1,56.0,5.25,5.27,3.21,1268
2,0,5,0,0.54,61.1,56.0,5.25,5.29,3.22,1892
2,0,5,4,0.53,61.1,56.0,5.28,5.24,3.21,1825
4,2,4,1,0.23,62.1,58.0,3.91,3.95,2.44,373
4,2,7,6,0.23,62.0,58.0,3.89,3.92,2.42,530
4,1,6,3,0.23,62.0,58.0,3.92,3.95,2.44,492
4,0,7,5,0.23,62.2,58.0,3.94,3.97,2.46,530
4,2,7,4,0.24,62.0,58.0,3.95,3.98,2.46,552
3,3,2,7,1.01,60.0,59.0,6.51,6.47,3.89,4118
3,3,5,1,1.0,60.0,59.0,6.54,6.46,3.9,6451
3,0,2,2,1.01,60.0,59.0,6.51,6.45,3.89,5780
3,4,3,0,1.01,59.9,59.0,6.55,6.48,3.9,4242
3,4,3,7,1.01,59.9,59.0,6.51,6.48,3.89,4242
2,1,1,3,0.31,60.4,56.0,4.43,4.38,2.66,1239
2,0,5,7,0.31,60.4,56.0,4.42,4.39,2.66,942
2,0,5,12,0.31,60.4,56.0,4.39,4.42,2.66,734
2,0,6,5,0.31,60.4,56.0,4.38,4.43,2.66,984
2,1,5,2,0.31,60.5,56.0,4.41,4.38,2.66,872
2,4,2,9,1.53,61.9,58.0,7.38,7.42,4.58,8289
3,5,2,7,1.52,61.9,58.0,7.42,7.37,4.58,8631
3,3,4,12,1.52,61.9,58.0,7.38,7.35,4.56,14424
4,0,2,6,1.52,62.0,58.0,7.37,7.4,4.58,11595
2,1,5,8,1.55,61.9,58.0,7.39,7.45,4.59,15293
3,0,3,10,2.0,61.6,59.0,8.09,8.2,5.02,17674
3,6,5,3,2.0,61.5,59.0,8.06,8.11,4.97,13552
2,5,4,12,2.01,61.4,59.0,8.06,8.13,4.97,17227
3,6,5,5,2.04,61.4,59.0,8.04,8.14,4.97,13477
3,6,5,6,2.07,61.5,59.0,8.16,8.2,5.03,13675
3,2,4,4,0.35,60.7,58.0,4.58,4.54,2.77,984
3,2,4,5,0.36,60.7,58.0,4.57,4.62,2.79,789
2,3,3,6,0.36,60.7,58.0,4.62,4.64,2.81,505
3,3,3,1,0.36,60.8,58.0,4.61,4.57,2.79,608
3,4,7,9,0.36,60.6,58.0,4.6,4.58,2.78,932
4,2,3,1,2.01,60.8,57.0,8.09,8.15,4.94,17244
3,6,3,5,2.01,60.8,57.2,8.13,8.15,4.95,13133
2,5,5,0,2.01,60.7,57.0,8.21,8.17,4.97,17197
4,5,3,10,2.04,60.9,57.0,8.14,8.19,4.97,14527
2,4,2,8,2.03,60.8,57.0,8.24,8.18,4.99,18026
4,3,5,1,1.01,59.2,59.0,6.52,6.59,3.88,5999
3,3,2,12,1.01,59.2,59.0,6.52,6.58,3.88,4260
4,5,3,12,1.01,59.2,59.0,6.52,6.62,3.89,3792
4,1,2,3,1.0,59.2,59.0,6.49,6.55,3.86,5718
3,3,3,11,1.01,59.1,59.0,6.55,6.51,3.86,4242
2,4,7,10,1.07,61.3,57.0,6.6,6.62,4.05,7821
4,2,2,1,1.08,61.3,57.0,6.62,6.6,4.05,4816
2,3,1,0,1.08,61.3,57.0,6.62,6.59,4.05,9035
2,6,5,1,1.09,61.3,57.0,6.63,6.61,4.06,4131
2,3,4,12,1.1,61.3,57.0,6.59,6.66,4.06,7550
4,4,7,1,0.34,61.4,58.0,4.46,4.5,2.75,686
3,5,7,3,0.33,61.4,58.0,4.45,4.48,2.74,579
4,4,5,2,0.33,61.4,58.0,4.44,4.49,2.74,521
3,5,7,1,0.33,61.4,58.0,4.48,4.45,2.74,743
3,5,2,11,0.33,61.4,58.0,4.5,4.46,2.75,572
3,4,7,7,0.32,62.2,58.0,4.33,4.38,2.71,602
4,1,2,7,0.32,62.2,58.0,4.36,4.39,2.72,561
3,3,4,9,0.31,62.2,58.0,4.38,4.34,2.71,802
3,4,5,5,0.31,62.2,58.0,4.31,4.34,2.69,489
3,1,2,11,0.32,62.2,58.0,4.39,4.36,2.72,720
3,1,6,4,0.4,61.2,61.0,4.74,4.7,2.89,1397
4,3,2,5,0.4,61.1,61.0,4.7,4.76,2.89,702
3,3,6,10,0.41,61.0,61.0,4.75,4.72,2.89,1230
4,3,6,10,0.41,61.0,61.0,4.72,4.75,2.89,1151
4,1,6,1,0.4,61.2,61.0,4.7,4.74,2.89,1333
4,2,7,8,0.47,62.1,56.0,4.96,4.99,3.09,1616
4,3,2,1,0.5,62.1,56.0,5.05,5.09,3.15,1197
4,2,6,7,0.49,62.2,56.0,5.04,5.08,3.14,1952
2,3,2,1,0.5,62.1,56.0,5.09,5.05,3.15,1286
4,1,6,10,0.5,62.1,56.0,5.06,5.11,3.16,2148
2,2,3,1,1.01,62.7,57.0,6.43,6.37,4.01,4017
2,4,5,2,1.01,62.7,57.0,6.41,6.39,4.01,5306
2,6,7,1,1.02,62.7,57.0,6.45,6.37,4.02,3451
2,5,3,12,1.02,62.7,57.0,6.43,6.4,4.02,3913
2,3,3,0,1.02,62.7,57.0,6.44,6.42,4.03,4370
2,1,2,0,0.51,62.7,55.0,5.07,5.1,3.19,1438
2,3,7,10,0.5,62.7,55.0,5.07,5.1,3.19,1836
2,0,5,3,0.51,62.7,55.0,5.09,5.12,3.2,1787
2,1,5,3,0.5,62.7,55.0,5.08,5.12,3.2,1451
2,1,2,12,0.51,62.7,55.0,5.1,5.07,3.19,1546
4,3,4,7,1.2,61.0,59.0,6.81,6.86,4.17,8577
2,2,2,3,1.21,61.2,59.0,6.8,6.85,4.18,7349
2,0,4,2,1.2,61.0,59.0,6.79,6.85,4.16,11053
2,4,5,0,1.2,61.2,59.0,6.84,6.89,4.2,7072
3,5,4,2,1.21,61.2,59.0,6.86,6.84,4.19,5540
1,6,5,0,1.52,63.3,56.0,7.27,7.33,4.62,7370
4,1,3,1,1.51,63.2,56.0,7.32,7.26,4.61,10012
4,4,4,9,1.5,63.4,56.0,7.29,7.25,4.61,10584
4,1,5,9,1.51,63.2,56.0,7.28,7.22,4.58,13757
4,2,5,3,1.51,63.2,56.0,7.22,7.28,4.58,13080
2,5,2,6,0.7,61.6,53.0,5.73,5.76,3.54,2110
2,6,5,6,0.7,61.8,53.0,5.73,5.76,3.55,1874
2,3,3,3,0.7,61.8,53.0,5.73,5.69,3.53,2480
2,4,2,11,0.7,61.8,53.0,5.71,5.74,3.54,2499
2,2,2,8,0.7,61.8,53.0,5.7,5.75,3.54,2635
1,3,5,3,1.01,63.1,55.0,6.36,6.38,4.02,5199
4,3,5,8,1.01,63.1,55.0,6.38,6.36,4.02,5294
4,3,3,4,1.01,63.1,55.0,6.36,6.31,4.0,3507
4,1,2,4,1.01,63.1,55.0,6.41,6.34,4.02,4853
1,3,2,2,1.01,63.2,55.0,6.32,6.4,4.02,4326
3,4,5,8,1.5,61.8,59.0,7.35,7.3,4.53,11464
