cut,color,clarity,city,carat,depth,table,x,y,z,price
3,1,5,3,0.3,62.9,58.0,4.24,4.22,2.66,844
2,0,5,3,0.51,61.9,57.0,5.13,5.11,3.17,1882
2,0,5,3,0.52,61.8,57.0,5.16,5.2,3.2,1752
2,0,6,3,0.61,62.1,56.0,5.46,5.43,3.38,4279
2,0,5,4,0.51,62.3,57.0,5.12,5.09,3.18,1882
2,0,5,2,0.51,61.9,57.0,5.15,5.09,3.17,1882
3,0,2,5,0.51,60.1,60.0,5.17,5.15,3.1,1687
3,1,2,8,0.53,60.0,60.0,5.27,5.24,3.21,1607
3,0,3,7,0.53,59.3,61.0,5.29,5.26,3.13,1318
3,0,2,8,0.4,59.9,60.0,4.77,4.75,2.85,990
3,1,2,8,0.6,59.4,60.0,5.57,5.51,3.29,1771
3,2,2,1,0.7,61.2,59.0,5.7,5.64,3.47,2239
3,2,2,1,0.74,61.4,59.0,5.81,5.82,3.57,2648
3,2,2,1,0.62,61.3,60.0,5.48,5.45,3.35,1633
3,2,2,0,0.7,61.3,59.0,5.71,5.74,3.51,2161
3,2,2,1,0.7,60.8,59.0,5.73,5.71,3.48,2023
2,0,4,2,0.41,62.3,56.0,4.71,4.79,2.96,1018
2,0,4,1,0.41,62.1,56.0,4.77,4.8,2.97,1151
2,0,4,3,0.41,62.1,56.0,4.8,4.77,2.97,1230
2,0,4,3,0.41,62.4,56.0,4.75,4.8,2.98,1105
2,0,4,3,0.42,61.8,56.0,4.82,4.86,2.99,1132
2,3,5,9,0.54,61.5,55.0,5.24,5.27,3.23,1422
2,3,5,9,0.51,61.3,55.0,5.16,5.19,3.17,1557
2,3,5,9,0.56,61.9,55.0,5.32,5.28,3.28,1698
2,3,5,10,0.59,61.7,55.0,5.38,5.41,3.33,2159
2,3,5,10,0.53,61.8,56.0,5.21,5.18,3.21,1607
4,3,2,11,0.93,62.3,58.0,6.2,6.29,3.9,4144
4,3,2,11,1.01,62.4,58.0,6.39,6.44,4.0,4653
4,3,3,10,0.9,62.1,58.0,6.08,6.13,3.79,3303
4,3,2,10,1.0,62.6,59.0,6.29,6.33,3.95,4844
4,3,2,8,0.83,62.3,58.0,5.97,6.01,3.73,3171
4,4,2,10,1.05,59.5,58.0,6.61,6.69,3.96,4608
4,4,2,9,1.01,60.0,58.0,6.54,6.6,3.94,4876
4,3,3,11,0.97,59.8,58.0,6.38,6.42,3.83,3960
4,4,2,10,1.06,59.1,58.0,6.66,6.71,3.95,5048
4,4,4,11,0.91,60.0,58.0,6.29,6.38,3.8,4514
2,2,6,8,0.31,61.8,56.0,4.36,4.34,2.69,959
2,2,6,8,0.32,61.5,56.0,4.44,4.45,2.73,947
2,2,6,9,0.32,61.8,56.0,4.42,4.45,2.74,926
2,2,6,9,0.32,61.8,56.0,4.45,4.42,2.74,990
2,2,6,7,0.33,61.5,56.0,4.46,4.49,2.75,964
2,5,2,5,0.71,62.0,54.0,5.72,5.75,3.55,2319
2,5,2,5,0.7,62.5,55.0,5.68,5.71,3.56,2110
2,5,2,3,0.71,62.3,53.0,5.69,5.82,3.56,2319
2,5,1,4,0.74,62.1,53.9,5.79,5.81,3.6,2952
2,4,2,4,0.72,61.8,54.0,5.76,5.8,3.57,2359
2,6,5,2,1.2,61.8,55.0,6.84,6.86,4.23,5318
2,6,5,3,1.35,61.8,54.0,7.1,7.14,4.4,6754
2,6,5,1,1.27,61.8,54.0,6.95,6.98,4.31,5285
2,6,5,3,1.22,61.0,55.0,6.92,6.96,4.23,6052
2,6,4,3,1.2,61.8,55.0,6.81,6.76,4.19,5040
0,2,2,4,1.01,65.9,58.0,6.16,6.1,4.04,4276
0,2,2,4,0.9,66.0,57.0,6.06,6.0,3.98,3160
0,3,2,2,1.0,66.2,58.0,6.25,6.15,4.11,4295
0,2,3,3,0.92,65.3,58.0,6.08,6.04,3.96,3282
0,2,3,3,0.92,65.1,58.0,6.12,6.07,3.97,3282
4,4,7,8,0.33,61.6,56.0,4.44,4.47,2.74,614
4,4,7,6,0.24,61.4,57.0,4.02,4.04,2.47,449
4,4,6,7,0.32,61.2,57.0,4.39,4.42,2.69,672
4,4,6,7,0.31,61.9,57.0,4.33,4.36,2.69,651
4,4,7,6,0.24,61.9,57.0,3.97,4.01,2.47,449
4,3,2,0,2.0,63.0,55.0,7.96,8.1,5.06,17724
4,4,3,0,2.02,63.1,54.0,8.09,7.99,5.07,13655
4,2,3,1,2.09,63.4,55.0,8.18,8.11,5.16,18640
4,2,3,1,2.01,62.0,54.0,8.03,8.12,5.01,17005
4,4,3,2,2.01,63.4,56.0,8.09,7.99,5.1,12829
4,6,5,3,0.51,61.6,58.0,5.09,5.14,3.15,1008
4,6,3,3,0.5,60.7,57.0,5.11,5.13,3.11,947
4,6,5,3,0.42,60.9,58.0,4.81,4.85,2.94,723
4,6,5,2,0.59,61.9,58.0,5.35,5.38,3.32,1287
4,6,4,2,0.4,62.1,57.0,4.69,4.72,2.92,606
2,4,2,4,0.35,62.3,57.0,4.5,4.55,2.82,491
2,4,2,6,0.43,62.1,57.0,4.77,4.83,2.98,669
2,4,2,3,0.35,62.3,57.0,4.55,4.5,2.82,630
2,4,2,6,0.3,62.2,57.0,4.27,4.28,2.66,450
2,4,2,4,0.3,62.2,57.0,4.26,4.29,2.66,450
2,3,4,10,0.43,61.9,55.0,4.84,4.86,3.0,943
2,3,4,9,0.39,61.8,55.0,4.72,4.76,2.93,802
2,3,4,10,0.42,61.8,56.0,4.84,4.8,2.98,984
2,3,4,10,0.43,62.3,56.0,4.85,4.82,3.01,1008
2,3,4,10,0.5,62.3,55.0,5.07,5.11,3.17,1624
4,2,4,5,0.4,60.4,61.0,4.74,4.77,2.87,982
4,2,5,8,0.52,60.0,61.5,5.19,5.23,3.13,1680
4,2,4,6,0.51,60.0,59.0,5.18,5.22,3.12,1680
4,2,4,6,0.4,60.9,61.0,4.75,4.78,2.9,851
4,2,5,7,0.51,60.6,60.0,5.18,5.22,3.15,1601
3,1,2,4,0.42,62.5,55.0,4.83,4.8,3.01,992
3,1,2,5,0.36,61.3,56.0,4.62,4.58,2.82,810
3,0,2,4,0.34,62.0,56.0,4.47,4.43,2.76,803
3,1,2,3,0.3,61.7,56.0,4.29,4.27,2.64,675
2,1,2,6,0.38,62.1,55.0,4.64,4.67,2.89,660
1,5,5,5,1.35,59.2,65.0,7.18,7.13,4.23,5610
1,5,5,5,2.01,59.9,65.0,8.19,8.14,4.89,15729
1,6,3,5,1.51,58.1,64.0,7.57,7.53,4.39,6215
1,4,3,8,1.5,60.8,64.0,7.27,7.2,4.4,6846
1,5,4,6,1.58,58.6,62.0,7.59,7.66,4.47,9775
3,0,3,10,0.3,62.4,58.0,4.28,4.31,2.68,447
3,0,3,10,0.3,62.3,58.0,4.32,4.29,2.68,574
3,0,2,11,0.3,62.5,59.0,4.26,4.22,2.65,520
3,0,3,11,0.33,61.6,59.0,4.42,4.41,2.72,631
3,0,3,12,0.35,62.3,58.0,4.54,4.48,2.81,669
4,2,3,7,1.01,63.2,58.0,6.43,6.3,4.02,4299
4,2,3,7,1.0,62.9,59.0,6.3,6.39,3.99,4081
4,1,3,6,1.01,63.3,58.0,6.39,6.37,4.04,4434
4,2,3,4,0.93,63.5,58.0,6.14,6.05,3.87,3420
4,2,3,7,1.01,62.5,58.0,6.39,6.41,4.0,4690
3,0,2,2,0.3,62.7,60.0,4.26,4.23,2.66,709
3,0,2,1,0.31,61.7,59.0,4.35,4.31,2.67,732
3,1,2,1,0.33,62.0,60.0,4.43,4.38,2.73,743
3,1,2,2,0.3,61.8,60.0,4.28,4.23,2.63,675
3,1,2,3,0.3,62.5,60.0,4.27,4.24,2.66,675
4,1,6,3,0.23,62.4,54.0,3.95,3.98,2.47,583
4,0,5,3,0.33,62.9,54.0,4.4,4.44,2.78,660
4,0,6,1,0.37,62.3,54.0,4.57,4.65,2.87,1108
4,0,7,2,0.23,62.4,53.0,3.94,3.95,2.46,458
4,0,5,4,0.31,62.9,55.0,4.31,4.34,2.72,734
4,2,2,10,0.7,62.3,58.0,5.62,5.78,3.55,2161
4,2,2,10,0.78,62.4,58.0,5.83,5.86,3.65,3045
4,2,3,9,0.7,62.3,58.0,5.65,5.71,3.54,2070
4,2,2,8,0.7,62.6,59.0,5.64,5.7,3.55,2161
4,1,2,9,0.72,62.5,58.0,5.68,5.72,3.56,2618
0,5,3,8,1.71,65.1,60.0,7.5,7.46,4.87,8800
0,4,3,10,1.5,64.6,59.0,7.2,7.11,4.62,6250
0,4,3,10,1.51,64.5,59.0,7.21,7.15,4.63,6291
0,4,2,10,1.51,65.8,62.0,7.1,7.06,4.66,8260
0,5,5,10,1.51,64.8,60.0,7.18,7.1,4.63,8879
1,6,2,6,1.0,63.9,60.0,6.26,6.19,3.98,3679
1,6,2,10,0.9,63.2,60.0,6.09,6.12,3.86,2729
1,6,2,7,1.12,63.7,61.0,6.54,6.5,4.15,3951
1,6,3,9,1.03,64.1,62.0,6.37,6.33,4.07,3149
1,5,2,6,0.7,63.6,61.0,5.63,5.59,3.57,2142
3,0,2,8,0.72,60.4,59.0,5.77,5.72,3.47,2691
3,0,2,8,0.74,60.6,60.0,5.88,5.84,3.55,2655
3,0,2,10,0.76,61.1,59.0,5.93,5.88,3.61,2847
3,0,2,8,0.71,60.7,58.0,5.95,5.78,3.56,2861
3,0,2,10,0.71,59.7,59.0,5.8,5.82,3.47,2913
3,2,5,4,0.31,61.6,58.0,4.35,4.38,2.69,625
3,2,5,3,0.31,61.4,58.0,4.4,4.36,2.69,802
3,2,5,4,0.32,61.1,58.0,4.42,4.39,2.69,828
3,2,5,3,0.31,61.7,58.0,4.34,4.38,2.69,625
3,2,5,5,0.31,62.0,58.0,4.37,4.31,2.69,802
4,1,7,3,0.26,62.6,58.0,4.07,4.11,2.56,597
4,1,7,3,0.26,63.1,59.0,4.08,4.04,2.56,769
4,1,7,1,0.23,62.6,59.0,3.93,3.96,2.47,505
4,1,7,3,0.25,63.2,59.0,3.98,4.0,2.52,548
4,1,7,2,0.24,62.8,58.0,3.92,3.95,2.47,478
2,3,4,1,1.17,61.8,57.0,6.76,6.8,4.19,8639
2,3,4,1,1.28,62.1,57.0,6.91,6.94,4.3,10126
2,3,4,0,1.22,62.0,56.0,6.83,6.88,4.24,9339
2,3,4,1,1.31,61.5,57.0,7.02,7.06,4.33,9891
2,3,4,0,1.21,61.4,56.0,6.9,6.84,4.22,8985
4,1,6,2,0.3,60.5,57.0,4.37,4.39,2.65,862
4,1,6,4,0.31,60.0,56.0,4.45,4.49,2.68,1039
4,1,6,3,0.27,60.0,58.0,4.21,4.22,2.53,544
4,1,6,4,0.32,60.9,58.0,4.49,4.45,2.72,931
4,1,6,3,0.25,60.0,56.0,4.1,4.14,2.47,575
1,4,4,1,0.72,60.0,61.2,5.74,5.83,3.47,2637
1,3,4,1,0.6,60.1,61.0,5.44,5.5,3.29,1757
1,3,4,0,0.65,60.0,60.4,5.6,5.7,3.39,2241
1,3,4,3,0.7,60.6,61.0,5.71,5.77,3.48,2591
1,3,5,2,0.61,59.6,61.5,5.47,5.52,3.27,1821
2,3,4,2,1.38,62.2,54.0,7.18,7.14,4.45,11527
2,3,4,2,1.24,61.9,54.0,6.89,6.92,4.27,8584
2,4,4,3,1.22,61.9,54.0,6.88,6.9,4.26,8411
2,3,5,3,1.23,61.5,54.0,6.92,6.89,4.25,8133
2,2,4,3,1.23,62.5,54.0,6.85,6.82,4.27,9836
1,1,2,10,0.74,62.1,64.0,5.76,5.71,3.56,2366
1,0,2,12,0.9,61.9,64.0,6.09,6.0,3.74,3505
1,1,2,12,0.9,62.2,65.0,6.13,6.08,3.8,3274
1,0,2,11,0.9,62.4,63.0,6.04,6.13,3.8,3880
1,2,1,11,0.71,62.1,62.0,5.68,5.79,3.56,3393
2,0,5,1,0.4,60.4,56.0,4.77,4.73,2.87,1050
2,0,5,1,0.44,60.4,56.0,4.95,4.91,2.98,1155
2,0,5,1,0.42,61.2,56.0,4.84,4.8,2.95,1103
2,0,5,1,0.32,60.5,56.0,4.45,4.48,2.7,758
2,0,5,1,0.4,61.3,56.0,4.79,4.74,2.92,1050
2,0,5,1,0.31,62.2,55.0,4.34,4.31,2.69,942
2,0,5,1,0.32,61.9,55.0,4.41,4.44,2.74,758
2,0,5,2,0.31,62.1,55.0,4.35,4.32,2.69,942
2,0,5,0,0.32,62.0,55.0,4.41,4.37,2.72,972
2,0,5,2,0.3,61.8,55.0,4.36,4.32,2.68,911
1,4,2,10,0.55,63.6,55.0,5.23,5.18,3.31,1263
1,4,2,10,0.53,63.9,55.0,5.14,5.19,3.3,1132
1,3,2,12,0.5,63.6,55.0,5.06,5.03,3.21,1286
1,4,2,9,0.55,63.6,55.0,5.18,5.23,3.31,1175
1,3,2,11,0.58,63.5,56.0,5.28,5.34,3.37,1295
4,4,4,10,0.7,62.2,57.0,5.67,5.72,3.54,2145
4,4,4,8,0.78,61.9,57.1,5.87,5.95,3.66,2854
4,4,4,9,0.9,62.2,57.0,6.1,6.15,3.81,4324
4,4,4,12,0.7,62.4,57.0,5.64,5.7,3.54,2145
4,4,4,9,0.78,61.7,56.0,5.92,5.94,3.66,2947
2,2,2,7,0.35,61.1,56.0,4.56,4.58,2.79,707
2,2,2,7,0.38,61.0,56.0,4.7,4.73,2.87,874
2,2,2,7,0.37,61.3,55.0,4.61,4.65,2.84,583
2,2,2,6,0.32,61.3,55.0,4.44,4.47,2.73,491
2,2,2,8,0.38,61.7,56.0,4.68,4.72,2.9,766
3,4,2,11,1.08,61.7,59.0,6.56,6.6,4.06,4740
3,4,2,10,0.93,61.8,59.0,6.27,6.23,3.86,3750
3,4,2,12,0.93,61.8,59.0,6.23,6.27,3.86,3816
3,4,2,12,1.0,61.8,60.0,6.37,6.31,3.92,3991
3,4,2,10,0.97,61.9,60.0,6.37,6.3,3.92,4172
4,1,5,6,0.71,59.9,59.0,5.79,5.83,3.48,3053
4,0,5,7,0.7,59.7,59.0,5.82,5.78,3.46,2999
4,1,5,5,0.71,60.0,59.0,5.84,5.83,3.5,2881
4,1,5,7,0.7,60.5,59.0,5.71,5.76,3.47,2757
4,1,4,8,0.77,59.4,61.0,5.98,5.94,3.54,3488
2,2,2,3,1.04,61.3,55.0,6.51,6.53,4.0,5321
2,2,2,3,1.09,61.4,56.0,6.63,6.66,4.08,6872
2,2,2,3,1.06,61.7,55.1,6.56,6.58,4.06,6249
2,2,2,5,1.1,61.4,55.0,6.65,6.68,4.09,6146
2,2,2,1,1.17,61.1,56.0,6.77,6.82,4.15,6828
3,2,3,10,1.3,61.1,58.0,7.02,6.98,4.28,6261
3,2,4,10,1.21,61.3,57.0,6.9,6.86,4.22,8879
3,2,3,12,1.23,61.2,58.0,6.91,6.84,4.21,6038
3,2,3,8,1.3,61.6,58.0,7.07,6.92,4.33,5788
3,1,3,10,1.21,61.5,58.0,6.86,6.79,4.2,6223
2,3,6,1,0.51,62.3,55.0,5.1,5.14,3.19,2005
2,3,6,2,0.54,61.8,55.0,5.27,5.24,3.25,2236
2,3,6,1,0.5,62.2,54.0,5.1,5.13,3.18,1883
2,3,6,0,0.53,62.1,56.0,5.19,5.21,3.23,1958
2,3,6,3,0.55,62.0,55.0,5.25,5.27,3.26,2042
3,6,6,9,1.53,61.6,59.0,7.39,7.35,4.54,9555
3,5,7,8,1.51,62.1,58.0,7.32,7.29,4.54,9498
3,5,7,10,1.7,61.7,57.4,7.62,7.67,4.71,13127
3,5,7,5,1.52,61.6,58.0,7.41,7.37,4.55,11021
2,6,7,8,1.51,61.4,59.0,7.34,7.39,4.52,9334
2,1,7,3,0.57,61.0,57.0,5.37,5.36,3.27,2507
2,1,7,3,0.59,61.1,57.0,5.39,5.41,3.3,2911
2,1,7,3,0.59,60.2,56.0,5.46,5.51,3.3,2553
2,1,7,3,0.54,61.1,56.0,5.26,5.31,3.22,2502
2,1,7,4,0.56,60.9,56.0,5.4,5.33,3.27,2696
1,1,2,5,1.01,63.2,59.0,6.27,6.35,3.99,5411
1,1,3,5,1.01,63.9,58.0,6.37,6.31,4.05,3611
1,1,3,4,1.0,63.3,58.0,6.32,6.35,4.01,4496
1,1,2,5,1.08,63.1,59.0,6.49,6.53,4.11,5096
1,2,3,7,1.01,63.7,59.0,6.28,6.38,4.03,4166
2,0,7,7,0.63,62.6,56.0,5.47,5.49,3.43,2962
2,1,7,8,0.51,62.8,56.0,5.13,5.15,3.23,2211
2,0,7,11,0.53,62.2,56.0,5.19,5.23,3.24,2407
2,0,6,10,0.6,62.5,55.0,5.4,5.42,3.38,4172
2,0,7,9,0.6,61.9,55.0,5.41,5.45,3.36,3382
2,2,3,6,0.54,61.8,56.0,5.26,5.29,3.26,1065
2,2,3,5,0.5,60.5,56.0,5.17,5.19,3.14,1118
2,2,3,5,0.51,61.0,55.0,5.18,5.21,3.17,1100
2,2,3,8,0.54,61.0,56.0,5.24,5.29,3.21,1173
2,2,3,4,0.55,61.2,56.0,5.23,5.29,3.22,1175
4,1,6,11,0.23,62.6,58.0,3.96,4.0,2.49,472
4,1,6,10,0.23,61.7,59.0,3.97,4.0,2.46,478
4,1,6,10,0.24,62.7,59.0,3.97,4.0,2.5,552
4,1,5,9,0.24,62.1,58.0,4.0,4.02,2.49,419
4,1,7,9,0.24,62.4,58.0,3.96,3.99,2.48,552
3,0,5,8,0.87,59.9,59.0,6.2,6.16,3.7,3873
3,0,5,10,1.1,60.0,59.0,6.67,6.6,3.98,6209
3,1,5,7,1.02,60.0,59.0,6.56,6.54,3.93,7311
3,1,5,9,1.0,59.9,59.0,6.45,6.38,3.84,6272
3,0,5,8,1.07,60.9,59.0,6.63,6.58,4.02,7954
2,1,0,11,0.3,60.3,57.0,4.39,4.36,2.64,495
2,0,1,11,0.31,61.1,56.0,4.39,4.42,2.69,1251
2,1,2,10,0.32,61.0,56.0,4.41,4.45,2.7,559
2,2,1,11,0.34,60.7,57.0,4.5,4.53,2.74,1074
2,2,1,10,0.31,60.2,57.0,4.38,4.44,2.65,1155
3,5,2,7,1.52,61.9,58.0,7.42,7.37,4.58,8631
3,6,2,6,1.51,62.3,58.0,7.3,7.33,4.56,7034
3,5,2,7,1.64,62.4,58.0,7.58,7.52,4.71,8716
3,5,3,5,1.53,62.1,59.0,7.35,7.37,4.57,7539
3,5,2,7,1.53,61.5,59.0,7.39,7.32,4.52,8911
4,5,5,1,2.01,62.3,59.0,8.02,8.1,5.02,15965
4,5,5,3,2.07,60.6,58.0,8.24,8.29,5.01,16378
4,5,5,3,2.01,62.4,58.0,8.06,7.99,5.01,17570
4,5,5,2,1.98,62.7,60.0,7.9,7.96,4.98,15083
3,5,5,1,2.01,62.1,59.0,7.98,8.06,4.98,15379
3,2,4,3,0.38,60.9,58.0,4.71,4.68,2.86,998
3,2,4,3,0.38,60.9,58.0,4.68,4.71,2.86,933
3,2,5,1,0.33,60.8,58.0,4.44,4.47,2.71,666
3,2,4,0,0.4,61.1,59.0,4.71,4.75,2.89,982
3,2,4,1,0.46,60.5,58.0,4.97,5.02,3.02,1367
2,6,2,11,1.91,60.7,56.0,8.01,8.09,4.89,11447
2,5,2,10,2.04,61.0,57.0,8.18,8.21,5.0,16718
2,6,2,10,2.04,61.7,57.0,8.11,8.17,5.02,14130
2,5,2,11,2.01,61.4,57.0,8.13,8.19,5.01,16562
2,6,4,12,2.02,61.8,57.0,8.06,8.13,5.0,16397
4,3,4,9,1.01,58.8,58.0,6.52,6.61,3.86,6777
4,3,4,10,1.01,59.1,58.0,6.56,6.63,3.9,6613
4,5,5,10,1.02,59.3,59.0,6.56,6.6,3.9,4532
4,4,3,11,1.11,59.0,59.0,6.79,6.82,4.02,4584
2,3,1,11,1.07,61.5,57.0,6.54,6.59,4.04,9361
2,3,1,12,1.14,61.1,57.0,6.7,6.76,4.11,10313
2,3,1,11,1.16,62.0,57.0,6.7,6.73,4.16,9901
2,3,2,10,1.03,61.6,57.0,6.53,6.46,4.0,4900
2,2,1,11,1.03,61.3,56.0,6.53,6.55,4.01,11365
4,5,2,9,0.3,61.2,58.0,4.28,4.31,2.63,405
4,5,2,11,0.3,61.6,59.0,4.29,4.34,2.66,394
4,5,2,9,0.31,62.3,58.0,4.35,4.38,2.72,418
4,4,2,9,0.3,61.3,58.0,4.29,4.33,2.64,421
4,6,2,9,0.4,61.4,58.0,4.76,4.79,2.93,526
3,3,4,12,0.29,62.1,59.0,4.25,4.22,2.63,547
3,3,4,11,0.33,62.8,58.0,4.41,4.38,2.76,854
3,3,4,12,0.35,62.3,59.0,4.49,4.53,2.81,706
3,3,4,11,0.3,62.2,59.0,4.28,4.31,2.67,605
3,3,5,12,0.32,62.0,58.0,4.33,4.38,2.7,561
3,3,2,2,0.44,61.0,60.0,4.88,4.93,2.99,772
3,3,2,1,0.41,60.3,60.0,4.8,4.76,2.88,923
3,4,2,0,0.41,61.4,60.0,4.78,4.73,2.92,876
3,2,2,0,0.43,61.3,60.0,4.86,4.83,2.97,1016
3,2,2,1,0.41,61.0,60.0,4.77,4.81,2.92,755
2,5,7,4,0.4,62.0,56.0,4.74,4.77,2.95,1240
2,5,7,3,0.5,61.8,57.0,5.09,5.11,3.15,1322
2,4,7,4,0.48,62.5,56.0,4.98,5.02,3.12,1590
2,5,7,4,0.4,61.4,56.0,4.76,4.79,2.93,1240
2,5,7,5,0.4,62.2,55.0,4.72,4.76,2.95,939
2,2,2,3,0.99,62.8,57.0,6.3,6.38,3.98,5728
2,2,2,2,1.03,62.4,57.0,6.48,6.44,4.03,6178
2,2,2,3,1.03,62.8,56.0,6.38,6.46,4.03,5356
2,2,2,3,0.9,62.5,57.0,6.13,6.15,3.84,4523
2,2,2,2,1.01,62.0,57.0,6.38,6.42,3.97,5184
2,3,7,6,0.52,62.4,55.0,5.17,5.19,3.23,1911
2,3,7,6,0.52,62.3,55.0,5.16,5.12,3.2,2012
2,3,7,7,0.53,62.5,54.0,5.21,5.19,3.25,1914
2,3,7,8,0.52,62.3,55.0,5.12,5.16,3.2,1911
2,3,7,7,0.52,61.9,55.0,5.16,5.14,3.19,2012
4,2,5,8,1.24,60.9,60.0,6.96,6.93,4.23,8907
4,2,5,6,1.2,61.1,58.0,6.82,6.86,4.18,8232
4,1,5,7,1.21,61.5,59.0,6.82,6.88,4.21,8886
4,2,6,8,1.18,60.4,59.0,6.82,6.86,4.13,12175
4,2,5,10,1.21,61.6,58.0,6.79,6.88,4.21,8505
4,1,5,9,1.51,63.2,56.0,7.28,7.22,4.58,13757
4,2,5,10,1.52,63.5,57.0,7.23,7.29,4.61,14217
4,2,5,10,1.5,63.9,57.0,7.16,7.23,4.6,13037
4,0,5,11,1.51,63.2,57.0,7.27,7.25,4.59,12311
4,1,4,10,1.52,62.4,55.0,7.33,7.41,4.6,16485
2,1,2,1,0.62,62.4,53.0,5.47,5.5,3.42,1779
2,1,2,1,0.82,62.1,54.0,5.98,6.03,3.73,3380
2,0,2,1,0.7,61.4,54.0,5.75,5.71,3.52,2822
2,0,2,1,0.7,61.4,54.0,5.71,5.75,3.52,2872
2,1,2,2,0.62,61.7,54.0,5.53,5.49,3.4,2054
4,3,4,1,1.03,63.0,56.0,6.43,6.46,4.06,6539
4,3,4,1,1.06,62.8,54.0,6.5,6.56,4.1,6663
4,3,4,2,1.01,62.7,56.0,6.36,6.46,4.02,6326
4,3,4,0,1.01,62.5,56.0,6.36,6.4,3.99,6846
4,3,3,1,0.9,63.1,55.0,6.16,6.13,3.88,3452
3,4,4,6,1.58,61.7,59.0,7.48,7.42,4.6,11491
3,4,4,4,1.52,61.4,58.0,7.3,7.44,4.55,11516
